I
1000 Generated by WorldEditor

1     83 1 0 EGLL London Heathrow MH
1201  51.46740277 -000.47865513 both 20 AI_stop
1201  51.46866151 -000.47872644 both 21 AI_stop
1201  51.46946117 -000.47867890 both 22 AI_stop
1201  51.47054221 -000.47872644 both 23 AI_stop
1201  51.47132706 -000.47865513 both 24 AI_stop
1201  51.47220077 -000.47870267 both 25 AI_stop
1201  51.47334104 -000.47875021 both 26 AI_stop
1201  51.47486633 -000.47877398 both 27 AI_stop
1201  51.46736722 -000.48473932 both 28 AI_stop
1201  51.46872688 -000.48471727 both 29 AI_stop
1201  51.46966078 -000.48478340 both 30 AI_stop
1201  51.47758267 -000.43413420 both 31 AI_stop
1201  51.47717636 -000.43355836 both 32 AI_stop
1201  51.47687474 -000.43420388 both 33 AI_stop
1201  51.47588946 -000.43591451 both 34 AI_stop
1201  51.47599000 -000.43759285 both 35 AI_stop
1201  51.47603022 -000.44230514 both 36 AI_stop
1201  51.47605032 -000.44779204 both 37 AI_stop
1201  51.47596989 -000.45172971 both 38 AI_stop
1201  51.47599000 -000.45463454 both 39 AI_stop
1201  51.47588946 -000.45721661 both 40 AI_stop
1201  51.47593638 -000.45988874 both 41 AI_stop
1201  51.47592606 -000.46084948 both 42 AI_stop
1201  51.47582389 -000.46909843 both 43 AI_stop
1201  51.47582389 -000.47028091 both 44 AI_stop
1201  51.47583638 -000.47382838 both 45 AI_stop
1201  51.47574898 -000.47873871 both 46 AI_stop
1201  51.46485768 -000.43618124 both 47 AI_stop
1201  51.46667695 -000.43618636 both 48 AI_stop
1201  51.46669706 -000.43831628 both 49 AI_stop
1201  51.46665684 -000.44067211 both 50 AI_stop
1201  51.46656264 -000.44596446 both 51 AI_stop
1201  51.46656264 -000.44832670 both 52 AI_stop
1201  51.46662152 -000.45045273 both 53 AI_stop
1201  51.46659208 -000.45399609 both 54 AI_stop
1201  51.46653320 -000.45574415 both 55 AI_stop
1201  51.46662152 -000.45777568 both 56 AI_stop
1201  51.46654206 -000.45952701 both 57 AI_stop
1201  51.46665174 -000.46413307 both 58 AI_stop
1201  51.46654206 -000.46859244 both 59 AI_stop
1201  51.46656034 -000.47360924 both 60 AI_stop
1201  51.46656034 -000.47868471 both 61 AI_stop
1201  51.46651147 -000.48207839 both 62 AI_stop
1201  51.47746087 -000.48338480 both 63 AI_stop
1201  51.47744425 -000.48954652 both 64 AI_stop
1201  51.47696233 -000.49042677 both 65 AI_stop
1201  51.47619791 -000.49029340 both 66 AI_stop
1201  51.47568275 -000.48954652 both 67 AI_stop
1201  51.47488509 -000.48930646 both 68 AI_stop
1201  51.47481861 -000.48831951 both 69 AI_stop
1201  51.47480200 -000.48746594 both 70 AI_stop
1201  51.46870321 -000.48879965 both 71 AI_stop
1201  51.46876968 -000.48754596 both 72 AI_stop
1201  51.46876968 -000.48637230 both 73 AI_stop
1201  51.47746087 -000.48154429 both 74 AI_stop
1201  51.47579907 -000.48154429 both 75 AI_stop
1201  51.47569937 -000.48359819 both 76 AI_stop
1201  51.47566513 -000.48485405 both 77 AI_stop
1201  51.47484547 -000.48477505 both 78 AI_stop
1201  51.47396925 -000.48477505 both 79 AI_stop
1201  51.47362178 -000.48479930 both 80 AI_stop
1201  51.47316856 -000.48482355 both 81 AI_stop
1201  51.47266600 -000.48472438 both 82 AI_stop
1201  51.47171837 -000.48479051 both 83 AI_stop
1201  51.47053726 -000.48472438 both 84 AI_stop
1201  51.46649950 -000.48465825 both 85 AI_stop
1201  51.46468768 -000.48467476 both 86 AI_start
1202 0 29 twoway taxiway AI
1202 1 0 twoway taxiway AI
1202 2 1 twoway taxiway AI
1202 3 2 twoway taxiway AI
1202 4 3 twoway taxiway AI
1202 5 4 twoway taxiway AI
1202 6 5 twoway taxiway AI
1202 7 6 twoway taxiway AI
1202 8 7 twoway taxiway AI
1202 76 8 twoway taxiway AI
1202 9 20 twoway taxiway AI
1202 10 9 twoway taxiway AI
1202 11 10 twoway taxiway AI
1202 12 11 twoway taxiway AI
1202 13 12 twoway taxiway AI
1202 14 13 twoway taxiway AI
1202 15 14 twoway taxiway AI
1202 16 15 twoway taxiway AI
1202 17 16 twoway taxiway AI
1202 18 17 twoway taxiway AI
1202 45 18 twoway taxiway AI
1202 19 28 twoway taxiway AI
1202 20 19 twoway taxiway AI
1202 27 18 twoway taxiway AI
1202 8 27 twoway taxiway AI
1202 78 8 twoway taxiway AI
1202 9 60 twoway taxiway AI
1202 20 61 twoway taxiway AI
1202 0 19 twoway taxiway AI
1202 21 20 twoway taxiway AI
1202 22 21 twoway taxiway AI
1202 23 22 twoway taxiway AI
1202 24 23 twoway taxiway AI
1202 25 24 twoway taxiway AI
1202 26 25 twoway taxiway AI
1202 27 26 twoway taxiway AI
1202 46 27 twoway taxiway AI
1202 29 73 twoway taxiway AI
1202 28 85 twoway taxiway AI
1202 29 28 twoway taxiway AI
1202 30 29 twoway taxiway AI
1202 84 30 twoway taxiway AI
1202 32 31 twoway taxiway AI
1202 33 32 twoway taxiway AI
1202 34 33 twoway taxiway AI
1202 35 34 twoway taxiway AI
1202 36 35 twoway taxiway AI
1202 37 36 twoway taxiway AI
1202 38 37 twoway taxiway AI
1202 39 38 twoway taxiway AI
1202 40 39 twoway taxiway AI
1202 41 40 twoway taxiway AI
1202 42 41 twoway taxiway AI
1202 43 42 twoway taxiway AI
1202 44 43 twoway taxiway AI
1202 45 44 twoway taxiway AI
1202 46 45 twoway taxiway AI
1202 75 46 twoway taxiway AI
1202 67 77 twoway taxiway AI
1202 48 47 twoway taxiway AI
1202 49 48 twoway taxiway AI
1202 50 49 twoway taxiway AI
1202 51 50 twoway taxiway AI
1202 52 51 twoway taxiway AI
1202 53 52 twoway taxiway AI
1202 54 53 twoway taxiway AI
1202 55 54 twoway taxiway AI
1202 56 55 twoway taxiway AI
1202 57 56 twoway taxiway AI
1202 58 57 twoway taxiway AI
1202 59 58 twoway taxiway AI
1202 60 59 twoway taxiway AI
1202 61 60 twoway taxiway AI
1202 62 61 twoway taxiway AI
1202 85 62 twoway taxiway AI
1202 64 63 twoway taxiway AI
1202 65 64 twoway taxiway AI
1202 66 65 twoway taxiway AI
1202 67 66 twoway taxiway AI
1202 68 67 twoway taxiway AI
1202 69 68 twoway taxiway AI
1202 70 69 twoway taxiway AI
1202 78 70 twoway taxiway AI
1202 72 71 twoway taxiway AI
1202 73 72 twoway taxiway AI
1202 75 74 twoway taxiway AI
1202 76 75 twoway taxiway AI
1202 77 76 twoway taxiway AI
1202 78 77 twoway taxiway AI
1202 79 78 twoway taxiway AI
1202 80 79 twoway taxiway AI
1202 81 80 twoway taxiway AI
1202 82 81 twoway taxiway AI
1202 83 82 twoway taxiway AI
1202 84 83 twoway taxiway AI
1202 86 85 twoway taxiway AI
1202 74 31 twoway runway 09L/27R
1204 departure 09L,27R
1204 arrival 09L,27R
1202 63 74 twoway runway 09L/27R
1204 departure 09L,27R
1204 arrival 09L,27R
1202 86 47 twoway runway 09R/27L
1204 departure 09R,27L
1204 arrival 09R,27L
99
